IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
47.236.3.218,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.67
47.245.111.143,443,,TRUE,SIN,Asia Pacific,,Singapore,71,4.6
8.219.161.216,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.6
8.219.193.119,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.55
8.219.173.68,443,,TRUE,SIN,Asia Pacific,,Singapore,68,4.54
138.2.66.92,443,,TRUE,SIN,Asia Pacific,,Singapore,200,4.5
8.219.197.156,443,,TRUE,SIN,Asia Pacific,,Singapore,72,4.45
47.236.128.130,443,,TRUE,SIN,Asia Pacific,,Singapore,65,4.45
8.219.219.204,443,,TRUE,SIN,Asia Pacific,,Singapore,64,4.44
8.219.139.35,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.44
131.186.21.236,443,,TRUE,ICN,Asia Pacific,,Seoul,68,4.43
8.222.129.118,443,,TRUE,SIN,Asia Pacific,,Singapore,70,4.43
8.222.128.248,443,,TRUE,SIN,Asia Pacific,,Singapore,63,4.42
8.219.192.235,443,,TRUE,SIN,Asia Pacific,,Singapore,69,4.42
8.219.176.8,443,,TRUE,SIN,Asia Pacific,,Singapore,67,4.41
23.106.140.129,443,,TRUE,KIX,Asia Pacific,,Osaka,47,4.39
217.142.128.252,443,,TRUE,ICN,Asia Pacific,,Seoul,68,4.38
8.219.246.105,443,,TRUE,SIN,Asia Pacific,,Singapore,67,4.32
8.219.228.66,443,,TRUE,SIN,Asia Pacific,,Singapore,65,4.31
8.219.136.158,443,,TRUE,SIN,Asia Pacific,,Singapore,70,4.29
8.222.138.169,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.27
8.219.138.76,443,,TRUE,SIN,Asia Pacific,,Singapore,71,4.24
146.56.164.234,443,,TRUE,ICN,Asia Pacific,,Seoul,66,4.23
8.222.169.249,443,,TRUE,SIN,Asia Pacific,,Singapore,65,4.17
23.106.140.97,443,,TRUE,KIX,Asia Pacific,,Osaka,40,4.16
157.254.252.198,443,,TRUE,NRT,Asia Pacific,,Tokyo,39,4.15
8.222.184.184,443,,TRUE,SIN,Asia Pacific,,Singapore,68,4.15
8.222.154.196,443,,TRUE,SIN,Asia Pacific,,Singapore,62,4.15
38.47.96.30,443,,TRUE,KIX,Asia Pacific,,Osaka,84,4.13
152.70.90.168,443,,TRUE,ICN,Asia Pacific,,Seoul,67,4.12
8.222.182.118,443,,TRUE,SIN,Asia Pacific,,Singapore,67,4.12
8.219.131.103,443,,TRUE,SIN,Asia Pacific,,Singapore,69,4.11
47.245.118.150,443,,TRUE,SIN,Asia Pacific,,Singapore,64,4.07
8.219.140.54,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.05
8.219.162.108,443,,TRUE,SIN,Asia Pacific,,Singapore,66,4.03
